period,ticker,type,region,avg_monthly_flow_M,total_flow_M,avg_ogr_pct,outflow_months,total_months,outflow_rate_pct,avg_monthly_ret,annual_ret,volatility,sharpe_proxy,neg_months,neg_month_pct,max_monthly_dd
Pre-COVID,CRBN,ESG,Global,5.975323873076929,77.67921035000008,1.3628250156040755,2,13,15.384615384615385,0.4733905144530281,5.830950179126315,3.832001402000179,0.12353610158021701,4.0,30.76923076923077,-8.019483837873176
Pre-COVID,DSI,ESG,US,27.806643130769235,361.48636070000003,1.774339057571814,0,13,0.0,0.8868603646362515,11.177084803652182,3.9630004864497193,0.22378507589605454,3.0,23.076923076923077,-7.468168203989656
Pre-COVID,EAGG,ESG,Fixed Income,12.106481384615387,157.38425800000002,11.053218107860241,0,13,0.0,0.5808990777470528,7.197871149276991,1.094821557402453,0.5305879061472629,6.0,46.15384615384615,-0.7790379640956302
Pre-COVID,ESGD,ESG,Developed exUS,80.2982100769231,1043.8767310000003,7.734547133679224,0,13,0.0,0.10698145898942853,1.2913582312563676,3.822487454070842,0.02798739309804569,5.0,38.46153846153847,-8.817266430118643
Pre-COVID,ESGE,ESG,Emerging,126.80266712307693,1648.4346726,15.166230299409328,0,13,0.0,-0.20589102062400244,-2.4429052416132135,4.020764328096847,-0.05120693575230187,6.0,46.15384615384615,-6.711444550529356
Pre-COVID,ESGU,ESG,US,262.9981797192308,3418.97633635,38.85636066005193,0,13,0.0,0.9142859288503131,11.540302440819827,4.181748824205941,0.21863721789266574,3.0,23.076923076923077,-8.15454575468918
Pre-COVID,HYXF,ESG,Fixed Income,1.2031886269230765,15.641452149999996,8.72902155580353,3,13,23.076923076923077,0.23945174846795847,2.911567176025498,0.9214310315934787,0.2598694207789617,4.0,30.76923076923077,-1.4771186209602716
Pre-COVID,SUSA,ESG,US,17.825585838461546,231.7326159000001,1.784387973219351,3,13,23.076923076923077,0.9332880564260994,11.792599662196924,4.267800869555635,0.2186812564484232,3.0,23.076923076923077,-7.5394036030362654
Pre-COVID,SUSB,ESG,Fixed Income,15.560908576923072,202.29181149999994,11.831799732314293,0,13,0.0,0.32171082796277595,3.9295763711867826,0.41752494650078803,0.770518817280224,4.0,30.76923076923077,-0.2229728693736388
Pre-COVID,SUSC,ESG,Fixed Income,7.596549973076924,98.75514965000002,14.205821447886436,2,13,15.384615384615385,0.8985731445181965,11.332073218370176,1.153057070069857,0.7792963313288188,3.0,23.076923076923077,-0.878266718488252
Pre-COVID,SUSL,ESG,US,65.93830952777775,593.4447857499997,4.890218687288345,1,9,11.11111111111111,1.05806554999881,13.46234855673545,3.8027135902612406,0.2782396109737317,2.0,22.22222222222222,-7.573043053618955
Pre-COVID,ACWI,Conventional,Global,-131.53167443076896,-1709.9117675999967,-1.208034706124772,6,13,46.15384615384615,0.3773874422009801,4.623839909677341,3.826225843739952,0.09863177387148218,4.0,30.76923076923077,-8.06602933303876
Pre-COVID,AGG,Conventional,Fixed Income,1049.5255171461527,13643.831722899986,1.6005240078695013,0,13,0.0,0.6197295176003622,7.69554699800854,1.0691611383382171,0.5796408935734415,5.0,38.46153846153847,-0.7676830060266426
Pre-COVID,IEFA,Conventional,Developed exUS,1172.9494360307717,15248.342668400031,1.8143924970606937,2,13,15.384615384615385,-0.029648369493428226,-0.3552008498588721,3.8270365532560793,-0.007747082914116174,5.0,38.46153846153847,-9.142915429464626
Pre-COVID,IEMG,Conventional,Emerging,74.9925718615388,974.9034342000045,0.13670983629174369,4,13,30.76923076923077,-0.3425512402032269,-4.034047110930617,4.072799056818686,-0.08410708100850867,6.0,46.15384615384615,-7.03949575324625
Pre-COVID,IVV,Conventional,US,1830.5449249346173,23797.084024150023,1.0214296295726741,3,13,23.076923076923077,0.7627592322469747,9.547032531553313,4.0864584748378565,0.1866553243948575,4.0,30.76923076923077,-8.23494318960244
COVID Crisis,CRBN,ESG,Global,2.055635199999982,20.556351999999823,0.42487053502091093,2,10,20.0,2.6227598561154717,36.43452418406774,7.487988790276959,0.35026225727275206,3.0,30.0,-13.44523262499343
COVID Crisis,DMXF,ESG,Developed exUS,7.25363445,43.521806700000006,38.6022944539744,0,6,0.0,3.7440460802479683,55.438351177549514,6.263979210485475,0.5977104895208927,2.0,33.33333333333333,-3.7334527761148872
COVID Crisis,DSI,ESG,US,32.72287702000005,327.2287702000005,1.5980653118366446,0,10,0.0,2.7634118505151704,38.6954385945405,7.644373517075572,0.3614961833487618,3.0,30.0,-12.727076932724845
COVID Crisis,EAGG,ESG,Fixed Income,51.43600638000001,514.3600638,13.377892392539307,0,10,0.0,0.19428293825772158,2.3564695684911596,0.8611359448895333,0.22561238955440913,5.0,50.0,-0.9286076158696699
COVID Crisis,EMXF,ESG,Emerging,0.0,0.0,8.335512753546795e-16,1,2,50.0,8.420164739841784,163.82792031224392,3.080224182600917,2.7336207498805702,0.0,0.0,6.242117332749886
COVID Crisis,ESGD,ESG,Developed exUS,174.21905453,1742.1905453,7.886834368205167,0,10,0.0,2.0483274514740755,27.547130794475592,7.569142106836754,0.2706155364191067,3.0,30.0,-13.14752564755356
COVID Crisis,ESGE,ESG,Emerging,282.3099121100001,2823.099121100001,9.987656451084653,1,10,10.0,2.8847648850066054,40.67367506683468,7.544726865745577,0.38235511189993626,2.0,20.0,-15.602607466147301
COVID Crisis,ESGU,ESG,US,733.6699805150004,7336.699805150003,13.819631046777664,1,10,10.0,2.975116100319671,42.16329582978484,7.759402338728702,0.3834207804214871,3.0,30.0,-12.596431605158854
COVID Crisis,EUSB,ESG,Fixed Income,20.116336516666664,120.69801909999997,43.91359456492799,1,6,16.666666666666664,0.18531531322992972,2.2465899185950766,0.8920713483402471,0.20773597714433956,3.0,50.0,-0.7605921810825866
COVID Crisis,HYXF,ESG,Fixed Income,5.007513660000002,50.075136600000015,12.601315494166402,1,10,10.0,0.22423316650401873,2.7242324328179413,3.3178314557259654,0.06758425480505756,3.0,30.0,-7.900621687932807
COVID Crisis,LDEM,ESG,Emerging,8.49736700999999,84.97367009999991,1.30901311275381,1,10,10.0,2.6992413169972593,37.659701497741516,7.938159566854538,0.34003364309629547,2.0,20.0,-16.94438999913427
COVID Crisis,SUSA,ESG,US,62.16816554000005,621.6816554000004,4.063883777000484,2,10,20.0,3.102320539125145,44.28503245568689,7.2350059741097485,0.4287930860356862,3.0,30.0,-11.622431937314692
COVID Crisis,SUSB,ESG,Fixed Income,23.483056400000002,234.83056400000004,6.548410459734494,1,10,10.0,0.16858020512574678,2.0418249912866893,1.5985403438916166,0.1054588367255977,3.0,30.0,-3.7545327102095682
COVID Crisis,SUSC,ESG,Fixed Income,58.30876042000002,583.0876042000002,22.444904935046775,1,10,10.0,0.4105761499886141,5.039708653618868,3.327717426064764,0.12338071339012287,4.0,40.0,-7.21490549053323
COVID Crisis,SUSL,ESG,US,46.189430919999936,461.8943091999993,2.474052814026841,4,10,40.0,2.5403457656909065,35.12550516102107,7.562389118886707,0.33591841490231095,3.0,30.0,-12.940715475057774
COVID Crisis,USXF,ESG,US,11.379361133333333,68.2761668,79.62502417193699,0,6,0.0,3.552362335346265,52.02679174717133,5.785296567439385,0.6140328838696971,2.0,33.33333333333333,-3.8771985535179354
COVID Crisis,ACWI,Conventional,Global,172.7574234800004,1727.574234800004,1.9616904085237414,2,10,20.0,2.593834789055316,35.97377659668102,7.4732100630943155,0.3470844211732658,3.0,30.0,-13.496160331249285
COVID Crisis,AGG,Conventional,Fixed Income,788.7667248899994,7887.667248899994,1.045985664529333,2,10,20.0,0.1592175876338353,1.9274313255520648,0.883704511922352,0.18017061753762462,5.0,50.0,-0.98010915571205
COVID Crisis,IEFA,Conventional,Developed exUS,209.6031215399994,2096.031215399994,0.23176254096598897,3,10,30.0,2.0732110113309976,27.920846272635824,7.697763508127157,0.26932641008549296,3.0,30.0,-13.92609751417081
COVID Crisis,IEMG,Conventional,Emerging,-18.80966297999878,-188.0966297999878,-0.2429488861106853,5,10,50.0,2.7995999384156622,39.28267351043046,7.673083730268527,0.36485981866350464,2.0,20.0,-16.176189415276234
COVID Crisis,IVV,Conventional,US,-308.15100234500125,-3081.5100234500123,-0.1619205053542903,4,10,40.0,2.6501859137506334,36.87271541472139,7.639092887349927,0.3469241640115739,3.0,30.0,-12.890485840635357
Recovery,CRBN,ESG,Global,48.602087041666636,583.2250444999996,5.418516211565789,2,12,16.666666666666664,1.3137123539519022,16.95498825147297,2.7254869065655414,0.4820101504752214,3.0,25.0,-4.238078523845501
Recovery,DMXF,ESG,Developed exUS,20.628470466666666,247.54164559999998,14.659967367605814,0,12,0.0,0.7386207543624669,9.232533319696135,2.663379796043882,0.27732460667442016,4.0,33.33333333333333,-3.7980109958914876
Recovery,DSI,ESG,US,60.2851282166667,723.4215386000004,1.7964492990889158,2,12,16.666666666666664,2.2609196224784958,30.77247031439083,3.6340740336078237,0.6221446237940033,3.0,25.0,-5.059580862949542
Recovery,EAGG,ESG,Fixed Income,88.24021294999999,1058.8825553999998,8.228763581233299,0,12,0.0,-0.2326951749374436,-2.7568807986480315,0.8212279690334593,-0.28335027996101153,7.0,58.333333333333336,-1.5333924643007202
Recovery,EMXF,ESG,Emerging,1.4352673666666664,17.223208399999997,9.3498198253804,2,12,16.666666666666664,0.2180558672953701,2.648281549392295,2.972494232313963,0.07335787734249788,5.0,41.66666666666667,-5.732629913325393
