Date,AGG,BGRN,BNDW,DSI,EAGG,EEM,EFA,EMSG,ESGD,ESGE,ESGU,ESGV,IVV,JUST,NULC,SPY,SUSA,SUSL,VEA,VSGX,VTI,VWO
2019-01-01,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,-0.0036294271940887635,0.0013596377073716859,-0.0009261021957125415,0.03429395066398033,-0.00504450102905174,-0.015313327150858758,0.025366833992473525,-0.018072340187476832,0.024210819709203246,-0.01027904806222335,0.0342733776037345,0.033369256368253275,0.03229622817510913,0.03183586971811292,,0.0324162380194275,0.042947311516404296,,0.02332564516463065,0.0147548847143959,0.03558812752464635,-0.003829201961279227
2019-03-01,0.02122635141177054,0.020987662834086596,0.019178156770190302,0.013743585411355896,0.021326234090154994,0.011309863685607047,0.009180200510389369,0.015060747543409914,0.00910384002846576,0.010771395200750655,0.014365048582379858,0.015938644578209482,0.015125586736083108,0.00946087647088989,,0.013635146821047162,0.018693744104882004,,0.00171558946258199,0.0,0.008713056008277986,0.02114344497409326
2019-04-01,-0.0019117624208973005,0.00467007067331604,-0.0001569916679333705,0.045039250995583036,-0.00019866466670437344,0.023532326812662818,0.029293842483092414,0.028642656934800392,0.0313391251795323,0.021636504782059918,0.04731238776158264,0.04569220254206474,0.04412351531486047,0.050890105753177206,,0.04543750376046529,0.03772202404769809,,0.032798606842384226,0.033519909764290645,0.04486980902513471,0.023417195998304052
2019-05-01,0.019116398534506862,0.01178825086493518,0.015745148297326983,-0.06330850802803123,0.017349154749323414,-0.07329827970509228,-0.050329452677476016,-0.07650156371558126,-0.0504912544293169,-0.06522999601526214,-0.06491886823045767,-0.06249997972920163,-0.06298581579728912,-0.06284106940829748,,-0.06377106423908807,-0.07073352720279946,,-0.052105307654360056,-0.05236026357351253,-0.06449924908689708,-0.06380997023838708
2019-06-01,0.011025470913948565,0.020865096038016562,0.014405734007024051,0.06350308447160025,0.013572854991330097,0.054040805628119415,0.03675076414456524,0.047066470793329485,0.03943754054739701,0.04518915715926708,0.064148752004348,0.0658332381236475,0.06292820405732735,0.06465113136938605,,0.06440960355539183,0.07242177854791376,0.06116860935810253,0.0469374953077093,0.04478882748134727,0.06681432663027209,0.04650585453490774
2019-07-01,0.0019109204865250806,0.014204425641779483,0.0071911082368687484,0.022958707714952453,0.00177348086941298,-0.019145282999351032,0.0016789032007238358,-0.007092315582282516,9.599432094997695e-05,-0.011856292265787882,0.02347341980404538,0.023822530449448376,0.021434959486887895,0.022283509753237674,0.018119300868256527,0.02005633292129816,0.022409530658638266,0.02637112250261242,-0.009472613468634372,-0.006193755254230937,0.017896120950772643,-0.011337534834098162
2019-08-01,0.02775231308850956,0.021649563130184513,0.024395399509793192,-0.017759283395327063,0.02667996142115281,-0.03782625151250363,-0.01923951372076982,-0.03751542739803648,-0.015523514617831191,-0.04020401828260867,-0.021752447361485516,-0.01762446550077479,-0.016575634186903,-0.017954476954296195,-0.008329661204793504,-0.01674316697091094,-0.02361024106636267,-0.014948299198023984,-0.0188448238494473,-0.01812232093885635,-0.020826751458957515,-0.032567018991953134
2019-09-01,-0.006089632772907305,-0.006655486113292142,-0.005848901919643157,0.012784237955533628,-0.005813211314873223,0.016919487485391516,0.031640526961047355,0.012233483898199449,0.03169761838508678,0.016880186278626752,0.016482770995422946,0.012285608963205963,0.014442452653774529,0.01402728362291139,0.01787221578238074,0.014771709421316448,0.020137065584795222,0.014367338280119268,0.024694288033972445,0.021982610220198096,0.01315080815370262,-0.003465425223593388
2019-10-01,0.002132713714259493,-0.005334499742262522,-0.000908861239846015,0.024126982797695762,0.002199721444179792,0.04184018196883743,0.03389058955231272,0.04043231608283793,0.0366498542632705,0.04395958142135048,0.027414807517598838,0.02759726777811622,0.026658457777684053,0.023763966670792724,0.017558589680917613,0.026824441685230793,0.022908060843673805,0.018854765921728633,0.03901068767731308,0.04376580679203301,0.025738256920978753,0.05260973483296261
