,ticker,type,beta_all,beta_positive,beta_negative,r_squared,p_value,n_obs,interpretation
0,ESGU,ESG,0.33285496410329124,-0.7963591649984899,-0.546115107202547,0.0021473373092965107,0.6699603811187259,87,下跌1%時 OGR 變化 0.546%
1,IVV,Conventional,0.024631302904418482,-0.041520335752463285,0.15777267278932985,0.005513059701160642,0.49430036592744303,87,下跌1%時 OGR 變化 -0.158%
